Indegree,Outdegree,NumSCC,betweenness,closeness
0,1,636,0.0,0.32998236331569664
1,1,0,0.0,0.30343820953616607
3,8,0,1552.8722208282734,0.3665034280117532
13,7,0,643.4007526088383,0.381758824729647
3,5,0,1677.7480081934123,0.38144750254841997
1,13,0,1836.6754186560017,0.3932324506094998
2,2,0,1418.992480588727,0.35096604764584505
0,11,643,0.0,0.3974930953898449
0,2,644,0.0,0.30864401187726825
1,9,645,71.54770944909527,0.3831660864222814
53,33,0,19593.729151237065,0.44792913574335647
0,2,647,0.0,0.3468668891360771
4,3,0,1912.0736942463845,0.3602233346168656
0,17,649,0.0,0.3671507064364207
19,1,650,1268.6286885104455,0.3497850065432791
3,8,0,435.83540022816635,0.3685973207249803
17,28,0,10063.518019259216,0.4464328322596039
1,10,0,20.151628632114857,0.3939776795114761
7,12,0,4242.509400326073,0.3776746063786839
7,5,0,443.22360360774167,0.3468025949953661
0,0,656,0.0,0.0
10,11,0,5391.957597578028,0.37256073277578655
2,6,0,30.823210969720115,0.36330097087378643
2,1,0,0.0,0.31631445477599324
4,9,0,28.552585010025577,0.35288570350811016
0,2,661,0.0,0.3230875496460024
0,12,662,0.0,0.40445309122351925
1,5,0,164.07421069803814,0.379128672745694
1,4,0,2.817194018235974,0.3571974035891562
2,4,0,1429.0072633994937,0.33736025964659216
4,15,0,1519.1428894537764,0.40064239828693793
0,2,667,0.0,0.36693469307707394
0,5,668,0.0,0.3311504424778761
0,0,669,0.0,0.0
2,2,0,3214.1486492128274,0.32015742642026007
5,0,671,0.0,0.32669809673476513
10,13,0,8632.787545139437,0.33681368136813683
4,8,0,5879.299475273875,0.29892954146029715
2,4,0,58.35032331397446,0.3460329202885149
1,4,0,9.542478741765349,0.37027508410845045
1,1,676,300.7487061509618,0.3189023350945969
3,7,0,109.01438165666733,0.3699822028870872
12,15,0,3207.976609211821,0.3921609725424439
0,1,679,0.0,0.2704538884070541
0,0,680,0.0,0.0
0,0,681,0.0,0.0
7,36,0,4312.186346531886,0.43390538033395176
0,2,683,0.0,0.3260149851890573
2,14,0,3424.8846819017676,0.3789750860846668
1,11,0,1819.9211395572884,0.37167262614223284
9,41,0,5191.498764994119,0.426779197080292
19,49,0,7825.846996079286,0.44728663638536936
6,16,0,465.9387786408373,0.3744995996797438
1,21,689,30.42272169996592,0.42244298938812375
7,10,0,4281.404032493128,0.39019812304483836
65,28,0,18151.747395670343,0.42101710171017104
3,14,0,3984.6042141502817,0.3904424040066778
4,6,0,77.3562576969161,0.3515595640736565
1,5,0,25.20932521007092,0.33925657298277423
24,10,0,3486.6802310968496,0.37820901556498887
3,13,0,161.725843345736,0.39314982139104854
0,5,697,0.0,0.36133642332947086
0,22,698,0.0,0.3699822028870872
13,3,0,120.88285774409196,0.35516324981017466
20,31,0,13038.317757479728,0.4274617317797578
2,2,0,36.673431915967186,0.2922980784252461
2,0,702,0.0,0.3007555055457322
1,6,0,476.61700417764706,0.355771059136718
6,3,0,117.89936144023743,0.35980769230769233
1,6,72,6.970995455299564,0.35897927858787415
5,20,0,8562.380764107003,0.4056808326105811
0,3,707,0.0,0.3161541061169314
0,3,708,0.0,0.331033262561925
2,3,0,57.73596269137842,0.3617556071152359
5,18,0,10247.137228552312,0.3759292746634519
2,5,0,1785.345072151451,0.3393796481044803
0,1,712,0.0,0.34893696381947037
11,9,0,5640.309152332376,0.35235404896421846
1,11,0,173.5199342870203,0.38793282189508604
0,0,715,0.0,0.0
0,3,716,0.0,0.3779034538477075
0,0,717,0.0,0.0
3,5,0,278.62055839276945,0.3483522621485757
1,2,0,4257.0,0.37056842939195883
2,4,0,264.7259645514566,0.3519563581640331
0,7,721,0.0,0.35966935793925414
0,0,722,0.0,0.0
10,13,0,6707.120593247469,0.4055928896596575
1,24,0,27.842120631729458,0.4220618091585834
1,3,0,1.4797400383078134,0.33962606643673987
7,5,0,4159.294991234223,0.33717786988646603
1,10,0,383.0888467663468,0.37174647327637594
1,8,0,2.514463723488177,0.3653583284514743
2,1,0,1376.4589955083495,0.35024335454885813
1,1,0,0.0,0.2946920774925185
1,0,731,0.0,0.3081357048748353
1,3,732,2.4394420640914327,0.31366303436714166
1,6,0,106.30879331931428,0.3326813655761024
0,1,734,0.0,0.28824526267139117
0,6,735,0.0,0.34822259445375026
2,5,0,2.414285714285714,0.2958570524984187
4,11,0,2911.8125723541607,0.34223522955917324
0,0,738,0.0,0.0
2,2,0,43.31701881490583,0.3206512425021422
4,7,0,134.7349477957097,0.3727091633466135
9,6,0,1189.1589554315292,0.33614804168163853
3,2,0,13.687675148532936,0.35788064269319053
0,0,743,0.0,0.0
0,0,744,0.0,0.0
3,6,0,665.0219249367989,0.3868100062021914
3,3,0,0.8095238095238095,0.29511041009463723
0,7,747,0.0,0.37382617382617384
0,1,748,0.0,0.2968898762297683
0,4,749,0.0,0.3578122011856952
3,7,0,69.906107408619,0.37759838546922303
1,3,0,91.3920261743275,0.2913876343248715
0,4,752,0.0,0.34822259445375026
0,0,753,0.0,0.0
0,13,754,0.0,0.40366774541531825
0,2,755,0.0,0.31038487060384873
3,11,0,163.74347753883893,0.3588415803605677
9,12,0,290.52505885195717,0.35891041626702475
3,3,0,73.87562402994158,0.31873935264054515
0,0,759,0.0,0.0
51,29,0,27444.946813489074,0.4345099860659545
6,2,0,1466.2841958552306,0.3452029520295203
1,0,762,0.0,0.25957269700332963
1,1,0,0.5,0.2856924721331501
1,3,0,74.60052873703496,0.3387651638602209
1,3,0,2045.6020163525884,0.326755151938526
0,2,766,0.0,0.34073939173192497
7,11,0,548.8886227522449,0.4002139037433155
0,2,768,0.0,0.36036209553158705
7,10,0,410.5525913121238,0.3754012841091493
1,3,0,1.0272058944639588,0.29821485495696526
10,9,0,2296.149314609968,0.379128672745694
2,5,0,13.633159854012632,0.35563581068237976
381,39,0,105009.58815133135,0.5041767717596335
2,6,0,9.207083371575946,0.37174647327637594
2,4,0,57.11872386637465,0.3578122011856952
16,15,0,4256.91135329597,0.4030590262817751
5,20,0,805.7538084832765,0.4019334049409237
5,6,0,5490.737415849507,0.3208712056251072
1,6,0,191.5857741252274,0.38585275314497836
1,24,0,2221.967247823799,0.41988330341113106
0,1,781,0.0,0.23053228191227207
8,10,0,957.3581168806107,0.3945592576971742
4,3,0,1738.4656750956563,0.2995517130963817
4,8,0,540.4036709111289,0.362175764614789
141,10,0,21798.749579346186,0.42187147688838783
1,5,0,1815.720374975439,0.35235404896421846
1,4,0,14.957878495207108,0.34242313323572476
1,1,0,1.5573951937807193,0.30752794214332674
1,15,0,3677.4740101742805,0.3909318846636022
3,6,0,1944.6447634199733,0.3343459614010007
1,9,0,3653.9443075923405,0.38277414075286414
1,1,0,0.0,0.24254602022297123
0,2,793,0.0,0.3399345930232558
1,0,794,0.0,0.2928012519561815
59,31,0,43323.974242547956,0.41393805309734516
1,2,0,0.0,0.26663816445774546
0,12,797,0.0,0.3889004364996882
1,8,0,26.960043287068167,0.38098147016900835
2,16,0,130.0790546094943,0.3964823055732147
2,6,0,2172.4641162052885,0.37479967948717946
1,9,801,128.87933873356525,0.3910953177257525
0,1,802,0.0,0.26743853630646086
6,8,0,4699.63878135783,0.3775221953188055
0,4,804,0.0,0.35678871090770403
6,8,0,338.30155289270056,0.36422036207903447
0,12,806,0.0,0.37248656181564804
2,4,0,31.59776295312952,0.3526196758386732
38,9,0,2418.4136196171135,0.4021061680636149
1,1,0,22.049938449842074,0.3333333333333333
2,2,0,6.646451013898828,0.3072249589490969
0,0,811,0.0,0.0
0,0,812,0.0,0.0
3,17,0,1937.5631826853908,0.39257238774653797
20,15,0,2419.834523450901,0.3880132725010369
0,0,815,0.0,0.0
3,6,0,144.43376971568975,0.3607790204396452
1,3,0,118.38022256096822,0.30915399867812293
0,8,818,0.0,0.3983393655524803
1,5,819,23.15366969537524,0.3526861451460886
1,5,820,24.030137701373157,0.35096604764584505
0,8,821,0.0,0.37167262614223284
8,26,0,1180.8436378890447,0.42007184553210597
0,2,823,0.0,0.3214776632302406
1,7,0,3701.9423882678175,0.34104994531534816
8,11,0,974.2826243499603,0.3411121239744758
1,2,0,1784.0,0.3213672277567846
5,2,0,1790.6971678160503,0.3312677053824363
1,2,0,0.0,0.2976455615653834
1,8,0,97.78451487449406,0.3662881754111198
1,16,0,46.55654036351377,0.4008140531276778
0,1,831,0.0,0.32415107415107414
2,0,832,0.0,0.3471243042671614
8,16,0,4618.947575249649,0.38230486309767064
1,4,834,40.10172750972734,0.3578122011856952
1,4,0,55.80595735440828,0.3494583488980202
2,1,0,13.188470059145306,0.2767751479289941
3,2,0,46.716320658843536,0.3356655902404019
0,11,838,0.0,0.3937289562289562
0,6,839,0.0,0.3868100062021914
0,1,840,0.0,0.3468668891360771
1,6,442,27.413335977156095,0.3635127258597241
25,65,0,40246.07918726873,0.4641528156784917
0,1,843,0.0,0.3071240971766251
0,6,844,0.0,0.3363897878460985
1,8,0,43.42362214100831,0.33790861477334294
1,10,0,72.5016086081025,0.33723864455659697
2,1,0,2.1577483162849016,0.2692861255037421
13,0,848,0.0,0.3656439319914012
1,1,0,0.0,0.2682052752293578
3,3,0,395.3301042863656,0.2980248486779229
7,11,0,2429.4293370052383,0.35760703363914376
1,5,0,1.3635700036477632,0.3892240482629499
3,4,0,1806.0386330526312,0.35712922313418594
3,4,0,7256.053149341269,0.36414947450369795
0,10,855,0.0,0.3384587554269175
3,7,0,3304.357394615046,0.35733384262796025
2,5,0,713.3561188887354,0.3527526395173454
27,9,0,2749.3100684732503,0.4185682326621924
0,13,859,0.0,0.40923009623797024
12,5,0,261.97402819532493,0.3612666537941688
2,3,0,62.721510246642964,0.35208882197967634
2,3,0,1883.3850505481973,0.3307406752695775
28,17,0,11192.126795881299,0.3949757230314545
1,2,0,0.0,0.27498530276308053
8,25,0,1989.0626607747029,0.42561419472247497
1,4,0,39.427981352251095,0.3804392029280195
52,20,0,15117.210462283992,0.4037548554164868
11,15,0,5488.563011012346,0.39800042544139547
1,14,0,1799.8503042999598,0.40931962371472325
0,17,870,0.0,0.40419096997191617
0,11,871,0.0,0.4034936381281001
7,11,0,2280.2105068942333,0.38261758691206543
1,11,0,77.89300357098769,0.3868899917287014
12,2,0,1948.1846719307434,0.35063718140929534
1,0,875,0.0,0.25964474049403274
1,5,0,10.876745623885512,0.3607094659726239
2,4,0,4.309800660330275,0.34192251461988304
0,11,878,0.0,0.3721901730654466
0,3,879,0.0,0.3190654843110505
1,4,880,0.0,0.30279980579381777
0,2,881,0.0,0.29216114928169895
3,3,0,88.13069261714402,0.3083388266315096
1,4,883,13.082939216277602,0.3409877893202114
4,2,0,4.356043956043956,0.30235940530058175
3,7,0,420.51895518235256,0.3654296875
11,10,0,6770.857037950736,0.39273719563392107
1,2,0,9.845901283868518,0.33518452167681834
2,1,0,0.0,0.2825857121280773
127,45,0,92584.01234300646,0.46763309172706824
1,4,0,5.492375559913062,0.35911708253358926
0,3,891,0.0,0.3274413720686034
1,1,0,0.0,0.25215633423180595
8,17,0,4540.57457715409,0.37115651656417376
2,3,0,28.229244114202228,0.3340474915193715
1,2,0,0.0,0.33345214756727853
0,0,896,0.0,0.0
1,15,897,141.1108321709747,0.4051537462104807
2,2,0,1025.366538798049,0.3411121239744758
1,14,899,338.7307303332513,0.39472573839662445
1,0,900,0.0,0.30104585679806917
16,5,0,1641.5177432211929,0.3755519871537535
5,0,902,0.0,0.3138208654813821
12,4,0,679.0228177538224,0.3542889604241621
10,0,904,0.0,0.36182556565461227
5,9,0,1768.6376931687666,0.37086223984142713
2,3,906,1432.9414349726007,0.3113662839074721
7,4,0,128.2225941352211,0.34867685426761086
2,7,0,68.57704028247251,0.3662164807202975
0,1,909,0.0,0.2956700379266751
4,10,0,2213.4013542605576,0.37397561463122125
1,6,897,2.684753533597347,0.3560418648905804
2,7,0,128.29298083906858,0.3657154026583268
4,4,0,235.59240994404647,0.36287820015515904
5,6,0,10451.751258302551,0.3399963656187534
4,4,0,201.99247174595627,0.34952363160844385
1,1,0,0.0,0.28000598623166717
5,10,0,603.2115680245936,0.34552169898430285
1,0,918,0.0,0.24534487280356673
1,8,0,1794.0349299473248,0.35747038593809705
0,0,920,0.0,0.0
3,3,0,322.50401593206885,0.33327395796223724
1,1,0,8.430173898523984,0.29216114928169895
31,36,0,15256.990510567766,0.4071817192600653
4,6,0,206.719857180983,0.3387651638602209
0,0,925,0.0,0.0
4,13,0,2678.2255371604397,0.3906054279749478
29,23,0,10648.370473904093,0.42215703971119134
0,2,928,0.0,0.3614062198184277
8,19,0,3219.389171336693,0.41763392857142856
0,0,930,0.0,0.0
3,2,0,9.599740360002842,0.32899595568841217
62,24,0,18928.186565386273,0.4287351054078827
0,3,933,0.0,0.32715509704493795
4,5,0,148.76497781800373,0.3526196758386732
0,1,935,0.0,0.3062694385333115
2,2,0,134.96030368096476,0.3112109115103127
1,0,937,0.0,0.25753613214039917
7,8,0,5537.6267881607055,0.36772798742138363
5,6,0,2006.6300415856135,0.3235904531304047
1,0,940,0.0,0.23791963377416073
2,1,0,2.9764818234383448,0.27226426076833526
1,0,942,0.0,0.23791963377416073
2,4,0,37.78683783228729,0.3141897565071369
1,9,0,283.4137016351071,0.37997562956945574
3,5,0,1854.3394131497516,0.3611969111969112
4,2,0,6.559570128462646,0.3190654843110505
1,5,0,53.00904106159599,0.3713038301250248
2,4,0,146.25271658968504,0.3224194382216095
2,1,0,0.0,0.3064701064701065
0,6,950,0.0,0.3519563581640331
0,2,951,0.0,0.31988374081039495
1,0,952,0.0,0.23791963377416073
1,0,953,0.0,0.23791963377416073
1,1,0,0.0,0.30682190882256477
1,11,0,1736.305246835818,0.3328589219000178
2,4,0,62.95362499385067,0.35308548782789206
0,2,957,0.0,0.3167964781578056
1,5,0,1426.4922353914526,0.32669809673476513
2,2,0,0.0,0.31873935264054515
3,0,960,0.0,0.3100248550124275
2,2,961,0.0,0.3063697396430326
1,9,961,114.71081887688277,0.3395644283121597
3,0,963,0.0,0.3078821787065987
1,1,0,0.0,0.30682190882256477
1,0,965,0.0,0.28460602372984484
2,2,0,7.6934374319784915,0.3276707530647986
3,3,0,20.382226825988283,0.3289381153305204
1,2,0,4.25,0.3068722322453666
2,5,0,1743.172238556823,0.37189425561518585
0,0,970,0.0,0.0
6,11,0,2685.953227882575,0.36550107442859936
1,5,0,34.89575610667124,0.3294014084507042
8,11,0,3100.8599439147924,0.3692520228932307
3,10,0,1948.0001717994328,0.3299241756304003
4,3,0,2430.8896512768083,0.30987081815170586
4,2,0,1407.9944546164322,0.3075784974519152
1,4,0,71.1615052349948,0.36671893375147
2,6,0,364.3360540080595,0.3628078340120225
3,6,0,616.9131186293796,0.3789750860846668
3,6,0,98.01034854837697,0.3395028125567048
16,19,0,24124.27556861372,0.3977465986394558
0,6,982,0.0,0.3555006650199506
0,4,983,0.0,0.3333333333333333
3,5,0,3585.5106035921776,0.3171724021020512
0,2,985,0.0,0.30502119334854905
5,12,0,7434.952065430877,0.3586352309756565
1,1,0,0.0,0.3070736911209585
5,8,0,160.52547604479537,0.33482462419470294
1,1,0,0.0,0.3281880371864585
2,13,0,3387.4854879064897,0.3311504424778761
4,0,991,0.0,0.2830559757942511
5,9,0,345.04818924451536,0.3643622200584226
1,3,0,7.055752069567859,0.34958893871449925
1,1,0,0.0,0.24330299089726917
8,7,0,8117.632344573112,0.3468025949953661
3,1,0,1790.4922353914526,0.2991207034372502
2,3,0,25.478046872438483,0.31706490425351636
0,0,998,0.0,0.0
7,18,0,3325.309562654217,0.36182556565461227
3,4,961,4.0,0.3064199148378644
2,2,961,0.0,0.3063697396430326
3,2,0,1433.7105525939296,0.30677160190195113
11,11,0,4295.962087599852,0.3565167682926829
3,5,0,1860.9414607685555,0.31873935264054515
0,0,1005,0.0,0.0
2,4,0,159.12867568143238,0.3079328505595787
15,11,0,6579.413897218181,0.3970713073005093
1,5,1008,33.90733753684318,0.3291116974494283
1,3,0,0.0,0.3168501270110076
0,9,1010,0.0,0.3811366877164392
2,0,1011,0.0,0.2835278072435217
2,9,0,596.9921439765735,0.3793592862935929
14,12,0,6875.818041280159,0.3612666537941688
0,2,1014,0.0,0.29211553473848556
5,3,0,92.42166486049814,0.391750418760469
1,5,0,83.40005058776077,0.3578122011856952
0,0,1017,0.0,0.0
0,5,1018,0.0,0.372042155498111
1,2,0,0.0,0.34893696381947037
452,34,0,152971.9222907455,0.5309307604994324
5,7,0,242.37481849826392,0.37042169867353
0,4,1022,0.0,0.3510977669356352
4,2,0,1706.1232075842172,0.3317964178045753
4,3,0,66.35142067953716,0.32945941186828664
0,1,1025,0.0,0.24916766546810495
0,1,1026,0.0,0.28490939546215927
3,8,0,82.38376015899789,0.382930822758903
1,4,0,130.66505230234128,0.3559064105002853
1,8,0,10.498858823670812,0.38051657514744763
0,6,1030,0.0,0.32686932215234105
1,3,0,0.0,0.33144375553587246
1,3,0,436.9285075526042,0.34584103512014785
0,0,1033,0.0,0.0
0,1,1034,0.0,0.32998236331569664
1,0,1035,0.0,0.2928012519561815
0,0,1036,0.0,0.0
3,10,0,86.33552534871093,0.39068699102109
36,19,0,12886.61470653643,0.41075740944017564
9,14,0,1398.1189891903728,0.36266718356270594
0,0,1040,0.0,0.0
28,23,0,15332.077820422579,0.3924900356618418
7,17,0,6710.117206729689,0.40931962371472325
2,2,0,35.64854553549382,0.36758349705304516
0,10,1044,0.0,0.39489235964542
0,0,1045,0.0,0.0
0,3,1046,0.0,0.3395644283121597
5,12,0,4421.470995544792,0.36693469307707394
36,14,0,8624.64864359711,0.42426303854875286
0,4,1049,0.0,0.3561774224252808
7,17,0,2540.8847274985806,0.40833697075512876
4,7,0,674.276779270679,0.3459689349112426
0,10,1052,0.0,0.39158643784010044
290,25,0,52433.405533437006,0.49236842105263157
4,3,0,74.62994044382614,0.3468025949953661
1,24,0,127.8482850822049,0.42464820699046757
165,32,0,45006.90820445633,0.46311881188118814
1,3,0,0.0,0.3578122011856952
0,16,1058,0.0,0.39918924685299767
0,4,1059,0.0,0.35288570350811016
0,6,1060,0.0,0.355771059136718
1,8,0,24.847449390329523,0.38371616078753074
1,5,0,1.9296584093040539,0.3661448140900196
7,4,0,327.92757586793385,0.338826512133285
5,6,0,810.0358711159748,0.3446941783345615
4,8,0,297.35576619006065,0.33864253393665156
4,6,0,112.45976873914294,0.33161999291031546
3,1,650,3.70021645021645,0.3105909694555113
3,10,0,113.3892967345704,0.3823829961169017
1,5,0,3571.3171596233665,0.3214224360075588
73,27,0,34964.58879194949,0.4375584658559401
53,7,0,5897.729386961101,0.3983393655524803
0,4,1072,0.0,0.3382751762791539
1,11,0,16.600885736255442,0.33416681550276833
13,7,0,2410.3372281727698,0.3465456566030746
2,4,0,304.47690523142523,0.3317964178045753
0,4,1076,0.0,0.3376037531577048
3,0,1077,0.0,0.30601897284919855
1,3,0,2.631111111111111,0.3625968992248062
2,2,0,68.23613728592862,0.33327395796223724
2,4,0,572.9989795899204,0.3406773488710852
2,0,1081,0.0,0.30517044527809495
4,5,0,2255.987754125359,0.32131203846814355
7,9,0,800.702330683957,0.35966935793925414
0,15,1084,0.0,0.40744773519163763
1,4,0,14.345044495723123,0.3338686652391149
280,35,0,87837.61940633564,0.46821821821821824
1,5,0,23.118856883298584,0.35208882197967634
1,10,0,2.2785216084106428,0.3877720207253886
3,8,0,265.31699436356,0.3628078340120225
11,5,0,83.67760400094124,0.36743912018853103
1,19,1091,13.542683697933327,0.4153163152053274
2,18,0,326.98209331923164,0.40923009623797024
7,11,0,678.8645814062631,0.3941436696861175
1,7,0,0.719047619047619,0.36084860173577626
1,0,1095,0.0,1.0
18,28,0,21390.26977312235,0.41256890848952593
13,8,0,1121.6899850755203,0.37997562956945574
12,9,0,9146.448341034275,0.3919966478106013
2,14,0,304.1941523390726,0.38971047698396166
2,8,72,49.29286326159265,0.36266718356270594
2,3,0,28.687819043714295,0.3471243042671614
0,3,1102,0.0,0.3380307136404697
1,4,0,1.0,0.3457771206800961
5,16,0,2295.3823065757156,0.40771409893222926
27,19,0,3756.0256333375314,0.41256890848952593
3,3,0,1794.0132436579438,0.3654296875
41,29,0,18281.458905180574,0.41698239358145756
69,36,0,31815.2129103814,0.4395113929997651
2,11,0,54.636813627794965,0.39011676396997497
0,5,1110,0.0,0.38051657514744763
0,3,1111,0.0,0.3587727708533078
0,2,1112,0.0,0.33815290077715526
0,12,1113,0.0,0.3968186638388123
0,1,1114,0.0,0.2943212207015888
0,2,1115,0.0,0.34609692933777286
2,6,0,72.21330310284021,0.38641057414291613
0,15,1117,0.0,0.3979157805189281
6,10,0,361.8884900171857,0.3882548246524175
2,16,1119,84.518827279012,0.40682757121113283
1,15,1091,0.0,0.4004708904109589
16,20,0,1517.3591932391562,0.4094987962355001
0,3,1122,0.0,0.3671507064364207
0,10,1123,0.0,0.3880937564820577
0,4,1124,0.0,0.3625968992248062
1,16,0,1908.0621521206936,0.41366349767853194
3,20,0,444.3509213630321,0.4196949304620906
0,7,1127,0.0,0.377293809235733
1,1,0,0.0,0.32048646796848235
6,13,0,182.11537896905173,0.3992744344857021
0,1,1130,0.0,0.3201026518391788
0,0,1131,0.0,0.0
0,5,1132,0.0,0.3459689349112426
4,4,0,2086.5886933429915,0.32032186269474405
0,8,1134,0.0,0.3773699072206535
8,4,0,290.79011229656425,0.377827140549273
2,9,0,33.55201998790634,0.3394412191582003
1,3,1137,85.13516071915495,0.3390721275824574
1,5,0,19.48129197930119,0.3792055127685448
19,11,0,10821.736058381097,0.388981288981289
27,3,0,1523.6427840975844,0.40869375273045
3,13,0,2795.4992457775525,0.3923254351016985
7,6,0,435.86212790642566,0.37889833940866746
1,7,0,3437.2218011604473,0.35624523990860624
0,0,1144,0.0,0.0
0,1,1145,0.0,0.26460189506434734
1,0,1146,0.0,0.25796222252860884
3,9,0,673.6236851017404,0.3830876330876331
14,15,0,3602.3015606598105,0.3632304406911279
2,7,0,494.47989916459017,0.3534189648658859
1,5,0,1319.8939901488022,0.36578690127077224
11,6,0,544.3211049351158,0.34399705828277255
0,1,1152,0.0,0.31461240961829495
18,23,0,8674.510950138098,0.3938118290886129
1,2,0,0.0,0.32037671232876713
1,5,0,0.0,0.3650019508388607
12,16,0,2534.6949539816455,0.4048031155344007
4,2,0,0.0,0.3531521328803322
3,5,0,521.6554963459446,0.3833230895308338
4,12,0,420.0357081066132,0.39825457641549594
0,4,1160,0.0,0.3656439319914012
5,13,0,7219.819313828655,0.37928238394486113
16,13,0,3987.364932063312,0.4088723776223776
24,5,0,3591.353408165549,0.3377256317689531
2,5,0,28.982295588912677,0.37005537974683544
57,9,0,5634.7242653845815,0.41476391044114386
15,41,0,8282.82511388371,0.4300160882555734
94,24,0,16498.784249191303,0.4556746225036532
0,1,1168,0.0,0.25665294924554183
10,14,0,3036.7371754443075,0.38098147016900835
5,15,0,4772.932093267369,0.3617556071152359
3,9,0,525.6461433750093,0.3870500620604055
2,9,0,249.17551413194926,0.37843851132686085
8,18,0,1408.563173926382,0.37196819085487076
5,14,0,4179.678502686986,0.3902795160617438
3,1,0,0.0,0.3212017167381974
4,10,0,1881.5022459714455,0.3806714140386572
2,25,0,447.8050685351927,0.42464820699046757
2,6,0,29.49544874562261,0.3780561729642352
1,10,0,40.01944807266599,0.39522602450359107
0,3,1180,0.0,0.31141810918774965
0,0,1181,0.0,0.0
0,0,1182,0.0,0.0
10,8,0,903.3367089402667,0.3755519871537535
1,3,0,14.36105312803915,0.31706490425351636
0,1,1185,0.0,0.3468668891360771
3,3,0,73.67154179751489,0.3116774945860403
25,18,0,8797.353728782917,0.4004708904109589
10,15,0,4765.794577024797,0.3836374820586426
2,1,0,0.0,0.27734954046842575
1,2,0,0.0,0.30090061112898037
25,78,0,60258.840694729646,0.4609509731460951
8,4,0,548.5742111572741,0.3656439319914012
9,16,0,2346.873484478258,0.38737060041407867
2,1,0,1420.9999999999993,0.3300988002822865
0,6,1195,0.0,0.36780027521132297
1,7,1196,1.9333333333333333,0.36780027521132297
1,13,1196,62.89682059309581,0.3965663416701992
1,0,1198,0.0,0.284996191926885
18,13,0,7985.877047305177,0.36266718356270594
0,6,1200,0.0,0.381758824729647
6,6,0,252.68017164005275,0.3653583284514743
13,19,0,9630.262291677922,0.4025387263339071
19,20,0,3791.56684676723,0.41903695408734604
3,44,0,359.6118030508063,0.4496515260754626
9,37,0,3279.1727766681356,0.44231678486997633
1,3,0,184.95351431394297,0.3168501270110076
2,26,0,4273.109093914206,0.4185682326621924
1,13,0,290.7943849875391,0.4064740386704323
4,22,0,1588.3349768081232,0.4047155526714255
5,9,0,2098.0586787238917,0.3742
19,2,0,1690.429335506114,0.37012858555885264
108,25,0,33698.063313810766,0.44526415992384577
0,0,1213,0.0,0.0
0,1,1214,0.0,0.32125686813186816
1,0,1215,0.0,0.25831837636338534
1,1,0,1427.1900992212454,0.2542119565217391
0,0,1217,0.0,0.0
1,6,0,20.18272489248016,0.3735276502295867
3,19,0,538.0167819383836,0.40550498482878194
0,5,1220,0.0,0.37517545618608383
0,6,1221,0.0,0.3368743248109471
5,7,0,188.36421749584326,0.3425485170267301
0,0,1223,0.0,0.0
229,34,0,132746.9588485692,0.4980037263774288
0,3,1225,0.0,0.3640077821011673
1,2,0,0.0,0.3620356037151703
3,12,0,157.5116607768863,0.4051537462104807
1,4,0,4.925697627607547,0.3435549026808667
0,2,1229,0.0,0.32772814853739707
1,0,1230,0.0,0.26374400902170847
2,5,0,275.97011447320114,0.3507029053420806
24,16,0,4342.32979977214,0.4104870557261957
2,6,0,60.395299405925726,0.3742748549709942
0,3,1234,0.0,0.36664707035077404
11,23,0,1929.1035255832273,0.4296211251435132
2,13,0,4313.341105189589,0.36743912018853103
5,18,0,656.5208574108032,0.42397462043961026
1,6,0,66.0085015542024,0.3406773488710852
3,9,0,6052.36380025179,0.37517545618608383
2,5,0,1479.873303209319,0.367944936086529
8,4,0,129.07041066551787,0.31450663977139015
1,9,1242,707.8386700212957,0.4013299013299013
1,2,1242,3.0098074687617875,0.29964766175528507
1,2,0,8.198217036357585,0.3588415803605677
0,6,1245,0.0,0.36707867372964487
0,4,1246,0.0,0.37034837688044336
1,3,0,182.89823018300592,0.3630190143577804
2,1,0,6.005363526745079,0.3354850277927201
10,25,0,33244.462245650175,0.3688152966686379
2,7,0,3631.5161153880204,0.3599461331281262
3,5,0,75.25380229823446,0.3286492183383102
4,6,0,7.834319636641496,0.3590481673383228
2,5,0,13.838247398511836,0.34552169898430285
13,15,0,3603.5339984320444,0.391750418760469
6,26,0,1562.1408616991466,0.41913082437275984
0,0,1256,0.0,0.0
12,21,0,4951.363706928346,0.4333024548402038
1,0,1258,0.0,0.26374400902170847
36,14,0,12585.148015197447,0.4009858551221603
1,6,0,7.32570633376288,0.3847419288505038
1,3,0,28.33656407410716,0.33470483005366725
62,18,0,12016.214028075154,0.4071817192600653
0,13,1263,0.0,0.42130150866921867
9,11,0,123.54879857734406,0.4085152838427948
1,1,0,0.0,0.2894044856921887
0,5,1266,0.0,0.3625968992248062
2,20,0,33456.401448830286,0.3121454788121455
2,16,1268,760.5638423173812,0.4122961657117673
1,7,880,107.21826592001644,0.3588415803605677
1,2,0,1269.16351171079,0.2891808346213292
0,4,1271,0.0,0.3550958436135889
1,2,0,0.0,0.31706490425351636
4,6,0,113.67185143063779,0.3322088068181818
80,34,0,25209.05777960764,0.4462198902933461
0,0,1275,0.0,0.0
1,3,0,7.021429002308581,0.35610963075751806
24,15,0,13308.102586454741,0.3300988002822865
22,7,0,3840.680450009166,0.35122958513234465
10,3,0,370.15712513474995,0.36189555125725337
0,7,1280,0.0,0.3760804020100503
1,6,0,203.53360599430601,0.361057506754149
0,1,1282,0.0,0.3044256426944354
8,2,0,186.30985493062107,0.37167262614223284
